user_id,splitter_id,distance_m,loss_db
3019445764,292215139,1392.728763060741,19.126727943377333
2862740916,292215139,1215.1609640130116,19.046822433805854
4030260200,292215139,1782.266762743163,19.302020043234425
292448284,292215139,1016.6537411530238,18.95749418351886
297872817,292215139,1291.3632118675446,19.081113445340396
255678090,292215139,1220.624533844833,19.049281040230174
309596911,292215139,1853.5597464388989,19.334101885897503
254522078,292215139,651.3299770910917,18.79309848969099
12158995824,292215139,739.9297699917281,18.832968396496277
292448364,292215139,1153.3342783455773,19.01900042525551
292215139,292215139,0.0,18.5
292215679,292215139,466.37880269741385,18.709870461213836
7387592788,292215139,793.305758265373,18.85698759121942
5323795371,292215139,776.833882955582,18.849575247330012
3118712485,292215139,1941.1079943321224,19.373498597449455
4825448440,292215139,278.6172626231004,18.625377768180392
278684058,292215139,1134.1114988542424,19.01035017448441
292446983,292215139,950.779848146348,18.927850931665855
1883270954,292215139,946.7477402066813,18.926036483093007
254521906,292215139,1863.3099169666723,19.338489462635003
278691196,292215139,1885.51124386403,19.348480059738815
1844007594,292215139,730.2875600187706,18.82862940200845
4553169497,292215139,1551.9592340125819,19.198381655305663
278683044,292215139,1411.0276322952031,19.13496243453284
1883271146,292215139,349.11263531696363,18.657100685892633
7357172776,292215139,1859.0199266905884,19.336558967010767
3118671391,292215139,1527.4327011515923,19.18734471551822
269808019,292215139,2259.044000059009,19.516569800026556
292446988,292215139,1001.150280526713,18.95051762623702
4081336156,292215139,1022.8076089479345,18.96026342402657
