user_id,splitter_id,distance_m,optical_loss_db,power_margin_db,latency_us,compliant
262532753,579628072,230.24386673949164,18.60360974003277,11.39639025996723,1.1268134838230721,True
262533172,5316795923,206.8094159620031,18.5930642371829,11.406935762817099,1.012125281718043,True
259214291,259210826,213.4799666236358,18.596065984980637,11.403934015019363,1.0447709566560737,True
579628072,579628072,0.0,18.5,11.5,0.0,True
262539457,579628072,238.37726721965512,18.607269770248845,11.392730229751155,1.1666183457729922,True
259962767,579628072,469.93025148059667,18.711468613166268,11.288531386833732,2.29983865074604,True
262531896,262531896,0.0,18.5,11.5,0.0,True
2987163921,5316795923,500.3996144702818,18.725179826511624,11.274820173488376,2.448955713217559,True
262539864,579628072,527.4592338687993,18.73735665524096,11.262643344759041,2.5813854905539038,True
1837200813,579628072,592.8314774281491,18.766774164842666,11.233225835157334,2.901317250533362,True
262546263,579628072,278.5422531024404,18.625344013896097,11.374655986103903,1.3631857866833432,True
262532110,262531896,51.88212845110297,18.523346957802996,11.476653042197004,0.25391113663969794,True
262535392,5316795923,251.3632690242853,18.61311347106093,11.386886528939069,1.2301718386048524,True
259214293,259210826,89.61087276747499,18.540324892745364,11.459675107254636,0.4385556113240226,True
262539454,579628072,69.12129959405159,18.531104584817324,11.468895415182676,0.3382796402132885,True
262536822,579628072,250.777336406868,18.61284980138309,11.387150198616911,1.2273042843752118,True
2987163917,5316795923,411.1789166836544,18.685030512507645,11.314969487492355,2.0123096182498044,True
255790924,5316795923,146.81681557581518,18.566067567009117,11.433932432990883,0.7185214954280396,True
259210820,259210826,241.34877958949508,18.608606950815272,11.391393049184728,1.1811609273109889,True
262535977,5316795923,323.8943017558653,18.64575243579014,11.35424756420986,1.5851387127932048,True
262535961,579628072,165.63031869581954,18.57453364341312,11.425466356586881,0.8105947796973408,True
257666389,579628072,193.01129768535577,18.58685508395841,11.413144916041588,0.9445972908721311,True
5316795928,5316795923,80.48062321129261,18.536216280445082,11.463783719554918,0.393872169996066,True
259210829,259210826,28.26948016180654,18.512721266072813,11.487278733927187,0.13835083591188121,True
262539865,579628072,517.3181351442579,18.732793160814914,11.267206839185086,2.531754953395998,True
262534986,5316795923,197.62434967336816,18.588930957353014,11.411069042646986,0.9671735673014639,True
5310996482,5316795923,426.1906030770905,18.69178577138469,11.30821422861531,2.085776811459281,True
4852742367,579628072,335.2952189527596,18.65088284852874,11.349117151471258,1.6409348015548058,True
3394749344,5316795923,324.0738982494303,18.645833254212242,11.354166745787758,1.5860176580327119,True
4777809306,579628072,315.39654705998396,18.641928446176994,11.358071553823006,1.5435507013115615,True
262529624,259210826,82.2880756449493,18.537029634040227,11.462970365959773,0.4027178422063819,True
259962768,579628072,439.37953144448625,18.69772078915002,11.302279210849981,2.1503234268893157,True
262537589,5316795923,226.97044135284725,18.60213669860878,11.397863301391219,1.1107933399808343,True
262537588,5316795923,304.36558921564057,18.63696451514704,11.363035484852961,1.489565193621345,True
256666019,259210826,305.0384774402646,18.637267314848117,11.362732685151883,1.492858308592655,True
259659487,259210826,431.11729356197657,18.69400278210289,11.305997217897112,2.1098880346923132,True
