user_id,splitter_id,distance_m,loss_db
262584269,254516069,644.9038464451634,18.719267307791355
273288139,254516069,1097.0116766736464,18.87298397006904
5425717313,254516069,873.8959405952394,18.797124619802382
5467958770,254516069,800.4721123919251,18.772160518213255
253418462,254516069,414.5878872456787,18.64095988166353
259835500,254516069,1261.375877644917,18.928867798399274
302967483,254516069,628.0871704625662,18.71354963795727
254377430,254516069,627.5398054857222,18.713363533865145
303506832,254516069,832.3662711954473,18.78300453220645
274459998,255226991,900.5198796966632,18.806176759096864
5467958772,254516069,689.6645109578925,18.734485933725683
254378253,255226991,922.4963988772688,18.81364877561827
255218881,254516069,942.9892408039309,18.82061634187334
302966896,255226991,583.2209147465833,18.698295111013838
3095881470,254516069,1030.1738159146516,18.85025909741098
391699720,255226991,776.6391090088571,18.76405729706301
313773511,255226991,1007.705961011514,18.842620026743916
255227772,254516069,1402.2852558340132,18.976776986983566
255381241,254516069,894.17167070579,18.80401836803997
13052469876,254516069,588.345489140981,18.700037466307936
1241994134,254516069,1160.3473862965293,18.894518111340822
259750900,254516069,1157.7509400332185,18.893635319611295
254376859,254516069,347.94121264739584,18.618300012300114
255216991,254516069,252.55841088790248,18.585869859701887
255217338,254516069,386.98262015207655,18.631574090851704
259672459,254516069,1239.9627729631957,18.921587342807488
2297544198,254516069,926.2185016369359,18.81491429055656
255218629,255226991,604.4911473778444,18.705526990108467
254516407,254516069,279.8181110031243,18.59513815774106
254026567,255226991,786.022968675386,18.767247809349634
255219585,254516069,1154.2885733265923,18.892458114931042
313773486,255226991,981.426910161634,18.833685149454958
254378481,254516069,509.7032125498272,18.67329909226694
259835590,254516069,1270.343766161894,18.931916880495045
5925461121,254516069,1041.582967749332,18.854138209034772
5327587134,255226991,346.7725767226877,18.617902676085713
13114570815,254516069,1096.7468157979768,18.87289391737131
254376077,254516069,681.3408325554725,18.73165588306886
259835604,254516069,1175.9556186636648,18.899824910345647
255227646,255227646,0.0,18.5
286309440,255227646,775.4599899296628,18.763656396576085
286309442,255227646,712.2797765633553,18.74217512403154
287039764,255227646,1564.581860962383,19.03195783272721
2610435442,255227646,1489.6986748940765,19.006497549463987
316376993,255227646,957.2979007834938,18.82548128626639
6483211187,255227646,764.378190406721,18.759888584738288
2034792919,255227646,1557.458069985868,19.029535743795197
13051423056,255226607,840.3872822091066,18.785731675951098
253302604,255226607,546.4078115023256,18.68577865591079
254372771,255226607,736.7927076711311,18.750509520608183
254552603,255226607,568.9239466852447,18.69343414187298
255226607,255226607,0.0,18.5
254549161,255226607,618.2041136840146,18.710189398652567
1546673355,255226607,1016.6736154937373,18.84566902926787
13051556775,255226607,669.0059140379198,18.727462010772893
255228041,255226607,617.3087064391597,18.709884960189314
