user_id,splitter_id,distance_m,loss_db
262539467,262532753,468.70388266894645,18.71091674720103
385633804,262532753,733.0939036015858,18.829892256620713
262533346,262533171,430.1712804153815,18.69357707618692
259962767,262532753,559.7827768639385,18.75190224958877
3394749344,262533171,287.1673241851342,18.62922529588331
4777809306,262532753,390.4747429676982,18.675713634335462
5316795928,262533171,43.57404914699652,18.51960832211615
2987163917,262533171,374.2723426193583,18.66842255417871
262532744,262533171,202.98644207060693,18.591343898931772
4852742367,262532753,410.3734148604739,18.68466803668721
262532745,262533171,300.6896991549468,18.635310364619723
262539454,262532753,158.97382497739335,18.571538221239827
262535394,262532753,357.60201436472767,18.660920906464128
262533172,262533171,243.71599002629918,18.609672195511834
262533171,262533171,0.0,18.5
1837200813,262532753,682.6840028114909,18.80720780126517
271957086,262532753,444.1973863788952,18.699888823870502
262539457,262532753,328.2297926029969,18.647703406671347
5316795923,262533171,36.90657406429609,18.516607958328933
262535896,262532753,239.74586675117712,18.607885640038027
2795497270,262533171,209.4047538783728,18.594232139245268
262533176,262532753,283.2686171028697,18.62747087769629
259211143,262532753,672.7814500220782,18.802751652509937
262535961,262532753,255.4828440791613,18.61496727983562
255790921,262533171,155.47851422617185,18.56996533140178
262535978,262533171,231.86012195545314,18.604337054879952
262534986,262533171,234.53092373766424,18.60553891568195
262534987,262533171,291.9666085490504,18.631384973847073
259211199,262532753,736.2704192488743,18.831321688661994
262532746,262533171,407.50383047588826,18.683376723714147
2791401372,1528876146,233.92747483032906,18.605267363673647
262539453,262532753,400.4818162068957,18.680216817293104
262532754,262532753,72.09103065013221,18.53244096379256
262556774,1528876146,124.26483890984719,18.55591917750943
2987163921,262533171,463.4930404059857,18.708571868182695
262539865,262532753,607.1706605275997,18.77322679723742
259659192,262532753,462.2335707672769,18.708005106845274
262533169,262533171,79.73483571984679,18.53588067607393
5310996482,262533171,389.28402901279435,18.675177813055758
1528876146,1528876146,0.0,18.5
262535392,262533171,288.2698430885814,18.62972142938986
262539458,262532753,409.08600825969665,18.684088703716863
2791401382,1528876146,319.82800781515857,18.643922603516824
579628072,262532753,89.85252538334177,18.540433636422502
259962768,262532753,529.232056827828,18.738154425572525
2791401374,1528876146,204.87010849609788,18.592191548823244
262535391,262533171,171.10876996318268,18.576998946483435
1528876149,1528876146,102.46213009377395,18.546107958542198
262529625,262529625,0.0,18.5
259659256,262529622,319.0293672755866,18.643563215274014
296294745,262529622,291.5377679639842,18.631191995583794
2739878205,262529622,253.7046634513774,18.614167098553118
262529681,262529622,242.57573296314467,18.609159079833415
2541328498,262529622,167.02594437008372,18.575161674966537
296294752,262529622,248.97683416300475,18.612039575373352
262529623,262529622,134.1656287908734,18.560374532955894
262529622,262529622,0.0,18.5
259659258,262529622,92.83539401799601,18.541775927308098
262529732,262529622,190.41481881402336,18.58568666846631
3624138814,262529622,267.9477128360751,18.620576470776236
262529730,262529622,85.0919729014584,18.538291387805657
259659259,259659259,0.0,18.5
255386293,262539452,348.92310616243896,18.657015397773097
259210826,262539452,446.1270975776458,18.70075719390994
259210829,262539452,285.45545342690036,18.628454954042105
259214291,262539452,354.8728462608,18.65969278081736
259214295,262539452,202.46545031628122,18.59110945264233
259210820,262539452,382.74165922665924,18.672233746651997
262530957,262539452,190.76551472484132,18.58584448162618
262539452,262539452,0.0,18.5
259214292,262539452,293.8121298943768,18.63221545845247
259214293,262539452,231.00375240463916,18.603951688582086
259659394,262539452,149.68836463336717,18.567359764085015
262539451,262539452,86.86694771869917,18.539090126473415
259210891,262539452,444.56113932082536,18.70005251269437
255791214,262539452,322.4473567886835,18.64510131055491
262529847,262529847,0.0,18.5
259659196,262529847,330.47033573977785,18.648711651082902
3403254191,262529847,23.342005477401543,18.51050390246483
262532009,262529847,252.03542590481206,18.613415941657166
262529850,262529847,228.5661484049933,18.602854766782247
256666019,262529847,369.8472406011106,18.6664312582705
259659197,262529847,436.1566779534802,18.696270505079067
262539796,262529847,319.86934321102535,18.643941204444964
5311521066,262529847,132.06021564978727,18.559427097042406
262532110,262529847,422.91229814659295,18.690310534165967
262532133,262529847,134.34865806646826,18.56045689612991
262529849,262529847,171.80097304942026,18.57731043787224
262532113,262529847,316.37538411222374,18.6423689228505
262531896,262529847,474.7944265976959,18.713657491968966
262539456,262529847,110.93924612206497,18.54992266075493
262532097,262529847,364.16280012534605,18.663873260056405
262557012,262529847,593.6460965903368,18.767140743465653
259659487,262529847,495.9260567228225,18.723166725525267
